"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"135","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Si",0.0567926504677745,0.00456938998104632
"136","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","P",0.0544820889731128,0.00128176041944556
"137","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","S",0.00693455743379905,0.00206153679019074
"138","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Cl",-0.126394898980324,0.112624825349127
"139","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","K",0.0032657716327125,0.00176292774106786
"140","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Ca",0.0318983990600079,0.00916776513766207
"141","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Mn",0.00252740265059611,0
"142","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Fe",0.0227135585316681,0.00155154702595937
"143","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","Cu",0.00186095071337005,NA
"144","COM009","09.12.2019 11:30:12","PC",0.8,1,NA,1000,2019-10-05,0,"uZ3","As",0.00286578615872388,NA
"145","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","C",2.64975056870118,0.131647426322612
"146","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","N",0.209095479031181,0.207632540806167
"147","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","O",-0.645511737514733,0.156339770657109
"148","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Na",-0.104405585890091,0.0961809833104051
"149","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Mg",0.180803564541352,0.0287938984365146
"150","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Al",-0.170308264077752,NA
"151","COM010","09.12.2019 11:41:06","GFF",NA,1,NA,1000,2019-10-05,0,"K1","Si",-0.315199915594913,0.17184135782949
